No,baths,bedrooms,beds,guest,hosted_by,name,price,price_discount,reviews,stars,title,url
62,1,2,3,6,Steffan,Airy 2 BR+ | Sudirman Suites Apartment | RW 1606,418200,NULL,54,4.85,"Entire rental unit in Kecamatan Andir, Indonesia",https://www.airbnb.com/rooms/869149818939223036?search_mode=regular_search&adults=1&check_in=2025-03-13&check_out=2025-03-18&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3Sw21o4JOdB_z7q&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
63,1,2,2,4,Ikawati,Hana La Grande Apartement 2 Bedroom,492437,568218,21,4.76,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/1284649636722790490?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3m-uDcmDKv85nzF&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
64,1,1,2,3,Natasha,Top Rated Art Deco Jacuzzi Suite w/ Amazing View,1050000,NULL,215,4.97,"Entire condo in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/52686735?search_mode=regular_search&adults=1&check_in=2025-03-14&check_out=2025-03-19&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3jqo2WpRWPs7TGI&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
65,3.5,3,4,12,Dhita,Rumadamar Dago-Bandung Family Villa w/Rooftop view,1900000,NULL,55,4.98,"Entire vacation home in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/649890196668329561?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3YRAUKVqH5J5MzF&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
66,2.5,3,4,10,Aries,"SukaVilla-3BR with Warm Pool, BBQ & Karaoke",2500000,2983452,40,4.88,"Entire home in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/953482945276817965?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3RJ8T8FGEXbK7H_&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
67,2,2,2,6,Jimmy,Mezza Luna Suite with Home Cinema Experience,1092985,1529265,59,4.97,"Entire condo in Lengkong, Indonesia",https://www.airbnb.com/rooms/1148186925608350811?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3Gnj7OdcvbRVR1c&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
68,1,2,4,6,Steffan,2 BR Midcentury Modern Apartment | Gateway Pasteur,493000,NULL,34,4.85,"Entire rental unit in Kecamatan Cicendo, Indonesia",https://www.airbnb.com/rooms/1202599093559884787?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P30nNR5eiJnEugw-&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
69,2,2,3,6,Sri,Spacious 2BR Stay @Dago,650000,NULL,122,4.98,"Entire rental unit in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/790495719464717630?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3h3y_oYs2iTXROd&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
70,2,2,2,6,Nia,"#1211,Tangguban Parahu Mountain View, 2 bed rooms",438600,NULL,240,4.77,"Entire rental unit in Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/22158386?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3WAjgtbciOzi9Of&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
71,3,3,4,12,Randy,Villa Daksina Dalu,1560000,2036798,163,4.68,"Entire villa in Lembang, Indonesia",https://www.airbnb.com/rooms/43539803?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3UVqoaO-cGoFM3s&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
72,2,4,5,10,Gadhia,"Clean, Comfortable, Stylish,  Belgareti House",807500,950000,302,4.83,"Entire home in Sukajadi, Indonesia",https://www.airbnb.com/rooms/9822087?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3hyftF3xEi2dAiR&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
73,4,4,6,16+,Rizvelino,"Utie Castle (Full Ac) Karaoke,Bilyard & Big Garden",1263000,1510743,6,5,"Entire home in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/1301200662639686966?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3LDIvrNdm6laBaT&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
74,1,2,3,4,X Three Suites,Minimalist 2BR @Sudirman Suites Apartment,407999,NULL,90,4.8,"Entire rental unit in Kecamatan Andir, Indonesia",https://www.airbnb.com/rooms/993203592250979815?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3_Q4IO7UCT3Aqmn&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
75,3,3,4,12,Randy,Villa Daksina Dalu,1560000,2036798,163,4.68,"Entire villa in Lembang, Indonesia",https://www.airbnb.com/rooms/43539803?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3WW3PR6bIi1o2aP&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
76,3,4,5,12,Melinda,"Ubud Villa, Pasteur [NEW]",1950000,NULL,20,5,"Entire home in Kecamatan Sukajadi, Indonesia",https://www.airbnb.com/rooms/1249975328240760522?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3PIXpmEuD-Bn9qY&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
77,1,1,2,4,Rachmat,Braga City Walk Apartment #D,415600,NULL,86,4.92,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/1085305082456325348?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3LGJ5MyUgnxSx6C&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
78,1,2,3,4,Imahku Bandung,"Lt.15 (C) Family Room, City View, Netflix & Wifi",319400,NULL,42,4.9,"Entire rental unit in Kecamatan Bandung Wetan, Indonesia",https://www.airbnb.com/rooms/1188908622339129500?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3S8ZWEcMlGb-T2a&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
79,3,2,4,5,Mariani,Senjaruna House,624000,NULL,7,4.86,"Entire home in Kecamatan Bojongsoang, Indonesia",https://www.airbnb.com/rooms/1325929085849888843?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3HXWo8kRaPbIeA5&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
80,1,2,2,4,Christiana,Akasha @ Grand Asia Afrika Apartement Bandung,495000,NULL,245,4.91,"Entire rental unit in Kecamatan Lengkong, Indonesia",https://www.airbnb.com/rooms/51113592?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3AwuOYVmGAJXkOb&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
81,1.5,1,1,2,Yona,Balinese villa house in the heart of Bandung,1082667,NULL,54,4.76,"Entire villa in Kecamatan Andir, Indonesia",https://www.airbnb.com/rooms/894095611557097444?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3_DnzN6F9jCoMjo&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
82,2,2,4,6,Aries,Lovely 2 BR Rooftop Apartment w/ Spectacular View,500000,647723,243,4.77,"Entire rental unit in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/41043129?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3ePPcicU_XcKJzM&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
83,1,2,3,6,Gugi,• Sitsar Pavilion Bed&Breakfast 2 • WiFi+Smart TV,460450,NULL,310,4.9,"Entire guest suite in Lengkong, Indonesia",https://www.airbnb.com/rooms/30789106?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3dgXuvUYKaiGfMK&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
84,3.5,3,4,12,Dhita,Rumadamar Dago-Bandung Family Villa w/Rooftop view,1900000,NULL,55,4.98,"Entire vacation home in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/649890196668329561?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3RhwGdf7zvHuBC0&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
85,1,1,4,5,Natasha,Art Deco Private Jacuzzi Suite For Family,850000,NULL,123,4.97,"Entire rental unit in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/619433775071810257?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P38BQuXw_mfuQGeD&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
86,2,2,3,6,Novfrienty Lidya,NooNi - Premium 2BR Family Stay at Dago Suites,640000,NULL,35,4.8,"Entire rental unit in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/1225342107862475392?search_mode=regular_search&adults=1&check_in=2025-03-17&check_out=2025-03-22&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3ePIKFF4cDwVGD4&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
87,3,3,7,12,Esther,Gluck Roof - Enjoy The Unique Decoration,1037999,1238745,154,4.72,"Earthen home in Bandung, Indonesia",https://www.airbnb.com/rooms/36359538?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3IOTwxYugFftgPk&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
88,4,4,5,10,Rafif,Villa Citra by Kava Stay,965000,NULL,47,4.79,"Entire home in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/1175880970019350932?search_mode=regular_search&adults=1&check_in=2025-03-17&check_out=2025-03-22&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P3U45-j6IY3szn6I&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
89,1.5,2,3,6,Erni,Namura La Grande Apartment Bandung,620000,NULL,105,4.97,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/839618589623901496?search_mode=regular_search&adults=1&check_in=2025-03-14&check_out=2025-03-19&children=0&infants=0&pets=0&source_impression_id=p3_1741298969_P35LJyIXXUZKim8i&previous_page_section_name=1000&federated_search_id=29566ad5-15cf-4daa-8303-60eda9aba48b
90,1 private,1,1,2,Kinimimpi,Kinimimpi Boutique Living km06,315000,NULL,18,4.89,"Room in boutique hotel in Kecamatan Sukajadi, Indonesia",https://www.airbnb.com/rooms/1253951318267481988?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741299137_P3ikHup-X0W3uvZW&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
91,1,1,2,3,Vira Tandia,HAUES aesthetic apartment in central bandung -,690000,NULL,20,4.85,"Entire rental unit in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/1267178479856644071?search_mode=regular_search&adults=1&check_in=2025-03-18&check_out=2025-03-23&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3cBc8dh3EYTVPyp&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
92,2,3,5,10,Teddy,Cottonwood Cabin Villa B Triniti,2553540,3424585,7,5,"Entire cabin in Kecamatan Parongpong, Indonesia",https://www.airbnb.com/rooms/1127976861317074213?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3Y5hC1--WO2_eWV&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
93,2,2,4,6,Aries,Lovely 2 BR Rooftop Apartment w/ Spectacular View,500000,647723,243,4.77,"Entire rental unit in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/41043129?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3VAiCJlZJpvfGah&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
94,7.5,7,8,16+,Ryan,Bukit Dago Palace 22,4327680,NULL,173,4.8,"Entire villa in Coblong, Indonesia",https://www.airbnb.com/rooms/15416496?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3XcJBWoFo9ULR0C&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
95,1,1,2,4,Rachmat,Braga City Walk Apartment #D,415600,NULL,86,4.92,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/1085305082456325348?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3S73xxXj4vHTwno&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
96,1,1,3,3,Gugi,Cozy Studio Apartment at Dago Bandung,390000,468530,113,5,"Entire rental unit in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/849193655476529475?search_mode=regular_search&adults=1&check_in=2025-03-10&check_out=2025-03-15&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3F7qEey30_2PnCY&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
97,1,2,2,5,Karina,Japanese Muji Style 2 Bedroom,437000,NULL,44,5,"Entire rental unit in Kecamatan Andir, Indonesia",https://www.airbnb.com/rooms/1092650925646865500?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3l3bEUYBQd9PbJI&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
98,2,2,2,6,Nia,"#1111Tangkuban Parahu Mountain View,2 bed rooms",448800,NULL,205,4.8,"Entire rental unit in Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/21834721?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P32RvrUgs-fvpkjr&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
99,2,4,5,10,Allura,Allura House Dago with Kids Room,1060000,NULL,1,New,"Entire home in Kecamatan Cibeunying Kaler, Indonesia",https://www.airbnb.com/rooms/1347680359196537245?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3ZfgspNOIHRsdvL&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
100,1,1,1,2,Ikawati,Abba La Grande Apartment Jl. Merdeka Studio,410537,NULL,84,4.98,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/971006202130136745?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3GQEN2axXBFQ5pu&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
101,1,2,5,6,Adita,"Tepas Pavilion 6 Person Gegerkalong Hilir, Sarijadi",605000,NULL,87,4.91,"Entire guest suite in Kecamatan Sukasari, Indonesia",https://www.airbnb.com/rooms/574732502614299211?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3L5ktiVjA4U-DfF&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
102,1,2,3,4,Imahku Bandung,"Lt.15 (C) Family Room, City View, Netflix & Wifi",319400,NULL,42,4.9,"Entire rental unit in Kecamatan Bandung Wetan, Indonesia",https://www.airbnb.com/rooms/1188908622339129500?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P32KToOBn0_XzqRZ&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
103,3,3,9,8,The Urbanest,House of Merino at Ciumbuluit,690000,984819,48,4.79,"Entire home in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/1054737590412253710?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3rY6G6VIpnwm48l&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
104,3,4,5,15,Risanti,"Vanda Villa, Dago Pakar Resort",2300000,NULL,49,4.76,"Entire home in Cimenyan, Indonesia",https://www.airbnb.com/rooms/941815904243027966?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P33fWnFmX-GkXQcC&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
105,1,1,2,6,Titin,Rumah Terrace Bata by wiandra,1100000,NULL,505,4.89,"Tiny home in Lembang, Indonesia",https://www.airbnb.com/rooms/19105684?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3CiQhqrdNzGAIIb&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
106,2,1,3,8,Andhika,Terra castle Hidden Zen Garden @Teuku Angkasa Dago,410000,579229,17,4.94,"Entire home in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/1248527436884976500?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3quFbrB1qjSPqqv&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
107,1,2,3,7,Karina,Cozy Japanese Muji Style 2Bedroom up to 7 people,532000,NULL,16,5,"Entire rental unit in Kecamatan Andir, Indonesia",https://www.airbnb.com/rooms/1247017594321565973?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299138_P3A97FNGCVSsUSzB&previous_page_section_name=1000&federated_search_id=51828ce5-5bcc-42c1-8c4a-4e0100379846
108,4.5,4,6,12,Sajoly,Bumi Sajoly - A Home Away From Home,1399999,2094981,191,4.91,"Entire guest suite in Bandung, Indonesia",https://www.airbnb.com/rooms/12279548?search_mode=regular_search&adults=1&check_in=2025-03-12&check_out=2025-03-17&children=0&infants=0&pets=0&source_impression_id=p3_1741299318_P3e-KRgycCG_YNW3&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
109,1.5,1,1,2,Yona,Balinese villa house in the heart of Bandung,1082667,NULL,54,4.76,"Entire villa in Kecamatan Andir, Indonesia",https://www.airbnb.com/rooms/894095611557097444?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741299318_P3KsDxvMBOAp78wG&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
110,2,4,5,10,Allura,Allura House Dago with Kids Room,1060000,NULL,1,New,"Entire home in Kecamatan Cibeunying Kaler, Indonesia",https://www.airbnb.com/rooms/1347680359196537245?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3Xe88jFEBQUUSv-&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
111,1,1,3,5,Rizvelino,SkyCastle (Pavilion at Heritage House @ Dipatiukur,326260,NULL,60,4.87,"Entire home in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/1132268352084302065?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3j_a9YTelw1LV1q&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
112,4,4,4,10,Eddy & Tita,"""WITTE HUIS"",  a beautiful ""art deco"" house",1250000,NULL,205,4.93,"Entire home in Bandung Wetan, Indonesia",https://www.airbnb.com/rooms/34048078?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3Jodnl8NoIJjwEM&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
113,1,2,4,5,Gugi,• Midsommar Home • 2BR WiFi+Smart TV,600000,NULL,422,4.9,"Entire rental unit in Coblong, Indonesia",https://www.airbnb.com/rooms/30790706?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3dQOjs-X5v3qyOF&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
114,1,Studio,1,2,Lili,Strategic GCA2 Apartment for Vacation and Business,190000,NULL,41,4.85,"Entire rental unit in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/45822115?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3h85tEtb87lkJpV&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
115,1.5,1,2,5,Yandhika,Casa Revanaka Ciumbuleuit Bandung,799000,NULL,168,4.95,"Entire villa in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/627264636168744604?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P361oI2I_9w4ziDQ&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
116,3,3,3,6,Neti,Clean Modern Brickhouse,1460000,NULL,154,4.94,"Entire home in Kecamatan Bandung Wetan, Indonesia",https://www.airbnb.com/rooms/51677550?search_mode=regular_search&adults=1&check_in=2025-03-11&check_out=2025-03-16&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3Rf6fsX89nCUyHh&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
117,1.5,2,2,4,Siti Kusumawati,Luxurious Villa with Mountain View & Netflix,450513,NULL,11,5,"Entire home in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/1327590177101844126?search_mode=regular_search&adults=1&check_in=2025-03-13&check_out=2025-03-18&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3udBs1HszjGTGR8&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
118,3,3,7,16+,Teddy,Cottonwood Villa Zamrud - Pingpong BBQ Pool Disney,3019940,4379596,4,5,"Entire home in Kecamatan Parongpong, Indonesia",https://www.airbnb.com/rooms/1162218855271746579?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3XHlF2OjYmvKtH9&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
119,2,4,5,10,Gadhia,"Beautiful Europe-Style, Belgareti House @Lembang",850000,1000000,150,4.87,"Entire bungalow in Lembang, Indonesia",https://www.airbnb.com/rooms/44649951?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3k_Ie7MJO58FqOQ&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
120,1,2,3,7,Michael,Wondrous 2BR. Parahyangan Residences By AYA Stays,513000,NULL,101,4.89,"Entire rental unit in Bandung, Indonesia",https://www.airbnb.com/rooms/725728178749197766?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3JZSEafh71bYgM0&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
121,2,2,3,6,Erna,Friendly House - Cozy Homestay in East Bandung,635000,746091,86,4.95,"Entire home in Kecamatan Arcamanik, Indonesia",https://www.airbnb.com/rooms/49599515?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3eMYBbZtX9aT1Tk&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
122,1,Studio,1,3,Timotius,Strategic location & minimalist Studio Apartment,259356,NULL,230,4.74,"Entire rental unit in Kecamatan Lengkong, Indonesia",https://www.airbnb.com/rooms/42387968?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3pCtEV-BlQq5KQO&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
123,1,1,1,3,Nia,TERA Residence #1201B the sunrise view,232900,NULL,187,4.78,"Entire rental unit in Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/34067999?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741299319_P3rGYJA8CMuqDj8E&previous_page_section_name=1000&federated_search_id=78724567-5ed8-4015-b748-84b26c8a2c3a
