No,baths,bedrooms,beds,guest,hosted_by,name,price,price_discount,reviews,stars,title,url
203,1,1,2,3,Davin,Delightful Studio in the Heart of Bandung,258000,NULL,171,4.74,"Entire rental unit in Bandung, Indonesia",https://www.airbnb.com/rooms/40023974?search_mode=regular_search&adults=1&check_in=2025-03-14&check_out=2025-03-19&children=0&infants=0&pets=0&source_impression_id=p3_1741300132_P35BnwZpgIHmSoGL&previous_page_section_name=1000&federated_search_id=371a0042-9e3a-4a8b-b631-9e6350b8c6b4
204,2,2,2,5,Jimmy,Above the City: 76m² Suite of Style & Comfort,1078946,1509209,57,4.96,"Entire condo in Lengkong, Indonesia",https://www.airbnb.com/rooms/1187974855876476257?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741300132_P36SfxcRLOmIlJcG&previous_page_section_name=1000&federated_search_id=371a0042-9e3a-4a8b-b631-9e6350b8c6b4
205,1,1,2,5,Steffan,Airy 1 BR | Sudirman Suites Apartment | RW 1608,326400,NULL,21,4.9,"Entire rental unit in Kecamatan Andir, Indonesia",https://www.airbnb.com/rooms/869149981474146943?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741300131_P3iXBy4VqqCXZBo_&previous_page_section_name=1000&federated_search_id=371a0042-9e3a-4a8b-b631-9e6350b8c6b4
206,4,4,6,14,Hansen,Dago Pakar Villa P7-17,2000000,NULL,155,4.74,"Entire villa in Bandung, Indonesia",https://www.airbnb.com/rooms/12592704?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3Zlprkn7DGnErP6&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
207,3,3,6,10,Mahira,Iremia House: Family Villa Bandung Atas,1450000,NULL,74,5,"Entire home in Kecamatan Cisarua, Indonesia",https://www.airbnb.com/rooms/1031587966753530472?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3uJnPz55IToVP1b&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
208,1,2,3,5,Gilang,From Grien,854480,NULL,13,4.85,"Entire villa in Kecamatan Lembang, Indonesia",https://www.airbnb.com/rooms/1278592474706389544?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3DP97Kq7UahZFTI&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
209,7,7,16,15,Dibyanta,The Kartipah Guesthouse,1896573,2709390,3,5,"Entire guesthouse in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/1290190217400216166?search_mode=regular_search&adults=1&check_in=2025-03-10&check_out=2025-03-15&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P37BY9ywqPE9WYS_&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
210,3,3,4,11,Blissful,Blissful Foresta Dago Bandung,2950000,3620360,24,4.67,"Entire villa in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/806765994605955647?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3WROBsg1raZV_Oy&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
211,4,4,7,10,Kozystay,Black by Kozystay | 4BR | Private Pool | Bandung,4776000,NULL,14,4.86,"Entire villa in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/1167965153768035247?search_mode=regular_search&adults=1&check_in=2025-03-10&check_out=2025-03-15&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3mfGtvWBZU-zrQx&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
212,4.5,4,8,12,Widya,Luxurious Villa in Bandung (Family Only),5200000,NULL,4,5,"Entire home in Kecamatan Cibeunying Kaler, Indonesia",https://www.airbnb.com/rooms/1249601306173812812?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3Zh911uWt0jN2w0&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
213,1,1,2,5,Rafif,Bandung Scenic View W/ Pool,345000,23,4.87,"Entire rental unit in Kecamatan Sukajadi, Indonesia",https://www.airbnb.com/rooms/1304319656843962959?search_mode=regular_search&adults=1&check_in=2025-03-13&check_out=2025-03-18&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3qgnu0OjyKTMniX&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15,NULL
214,1,1,2,3,Nia,"#1107C, city & mountain and pool view",249900,126,4.89,"Entire rental unit in Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/21554306?search_mode=regular_search&adults=1&check_in=2025-03-22&check_out=2025-03-27&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3QyaXN_FtkD_Npq&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15,NULL
215,1,1,2,3,Ajeng,Stylish Studio Apartment at Dago Bandung,325000,398749,20,5,"Entire rental unit in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/1259033767064727614?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3srF8PaBkT-alvX&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
216,1,1,1,2,Kris,BEVERLY DAGO @Central Bandung Studio Apartment-3,263000,161,4.87,"Entire rental unit in Coblong, Indonesia",https://www.airbnb.com/rooms/28981279?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3PvZs8Wm_48SVBP&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15,NULL
217,4,1,4,6,Adita,Tipe Kaktus Tepas Glamping Dago City Lights 6 org,750000,946867,4,5,"Tent in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/1333526531667094562?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3Lw1exiY-k7W00f&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
218,2,4,9,12,Nanda,Dago bestview villa,1320000,2117883,60,4.8,"Entire villa in Cimenyan, Indonesia",https://www.airbnb.com/rooms/31048098?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3jOsoIiJicRBk-u&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
219,2,3,3,6,Kozystay,Mandala by Kozystay | 3BR | Heated Pool | Paskal,1248000,1431230,18,4.83,"Entire rental unit in Kecamatan Cicendo, Indonesia",https://www.airbnb.com/rooms/1222420479666670080?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3dRJy31817OsykJ&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
220,4.5,5,16,16+,Nirankara Group,Luxury Villa With Golf View in Bandung 5 BR,3000000,NULL,16,4.94,"Entire home in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/898001980229721526?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P30BstsNvRuYlCM5&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
221,1,2,2,4,Tri,Serena Villa,1100000,NULL,29,5,"Entire cabin in Kecamatan Parongpong, Indonesia",https://www.airbnb.com/rooms/1166575227172204746?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3fH_JJ2zth5mMHt&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
222,1,1,1,2,Kaica,Stylish Studio in the Heart of Bandung,425000,NULL,24,4.92,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/811757837564053390?search_mode=regular_search&adults=1&check_in=2025-03-18&check_out=2025-03-23&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3pJjNVCLZFBQuJT&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
223,1,2,4,5,Mega,The Nest : Cozy & Stylish 2BR in Heart of Bandung,484500,557044,3,5,"Entire rental unit in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/1273608119702226670?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3dOAZsdL8XqdF37&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
224,3,2,7,9,Benjamin Jesse,The Banyu House | 2 Nights 15% Disc | Bandung Kota,1989000,2340000,85,4.86,"Entire home in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/53052665?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3lS6LHfOmiDa38h&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
225,3,5,5,10,Rosihan,Gemala House Bandung - Entire House,2100000,NULL,216,4.89,"Entire home in Parongpong, Indonesia",https://www.airbnb.com/rooms/29366590?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3iAThZByxrpDlAe&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
226,3,3,5,8,Esther,Joi Home - Private Warm Glass Pool (built 2024),2439999,NULL,41,4.93,"Entire guesthouse in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/1089715740454680825?search_mode=regular_search&adults=1&check_in=2025-03-13&check_out=2025-03-18&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3Uz4-EGN_5QTxyX&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
227,1,2,3,4,Imahku Bandung,"Lt.20 (D) Forest & City View, Netflix & WIFI",320000,NULL,76,4.78,"Entire rental unit in Kecamatan Bandung Wetan, Indonesia",https://www.airbnb.com/rooms/1025746241212264046?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3sZL9mqLkwxLiFp&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
228,3,3,3,5,Yohan,New! Luxury Landmark Residence Apartment 2+1BR 96m,1020000,NULL,57,4.98,"Entire rental unit in Kecamatan Cicendo, Indonesia",https://www.airbnb.com/rooms/775958768664420213?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3qcVTf9zEsWFg8A&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
229,2.5,2,12,15,Dwi Bagus,Mayo's place Lembang,492750,NULL,14,4.21,"Entire villa in Lembang, Indonesia",https://www.airbnb.com/rooms/43018519?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3kt9JCp4HYldEn6&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
230,1,2,3,4,Nidiya,Apartemen R0620 Daymentroom 2BR,525000,686295,43,4.72,"Entire rental unit in Kecamatan Cicendo, Indonesia",https://www.airbnb.com/rooms/883818246705160316?search_mode=regular_search&adults=1&check_in=2025-03-14&check_out=2025-03-19&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3nTXp4c43T27vQp&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
231,1.5,1,2,5,Esther,Gluck Room,540000,NULL,82,4.82,"Private room in guest suite in Lembang, Indonesia",https://www.airbnb.com/rooms/38554597?search_mode=regular_search&adults=1&check_in=2025-03-13&check_out=2025-03-18&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3uiMSFHqKrR0NZM&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
232,6,5,14,16+,Teddy,Cottonwood Villa Rotensia BBQ Pool Pingpong,3486340,5241891,15,5,"Entire home in Kecamatan Parongpong, Indonesia",https://www.airbnb.com/rooms/1030856125540371542?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3kVoNfz_ikgNqbL&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
233,3,3,3,6,Poppy,Corner House,940000,NULL,25,5,"Entire home in Kecamatan Antapani, Indonesia",https://www.airbnb.com/rooms/1271456344903650443?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3RErMXOak7vIe7N&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
234,1,1,1,2,Kozystay,Sinta by Kozystay | 1BR | Heated Pool | Paskal,504000,NULL,8,4.75,"Entire rental unit in Kecamatan Cicendo, Indonesia",https://www.airbnb.com/rooms/1272871002646496768?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3OynCfwvt59mdiE&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
235,1,3,6,10,Davin,❤️Fabulous 3BR Apt Perfect for Family Best Loct@BDG,610688,NULL,391,4.82,"Entire rental unit in Cidadap, Indonesia",https://www.airbnb.com/rooms/21387475?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3ns_ctXkK6qQBCo&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
236,5,4,8,13,Indra,Backyard Villa-Private swimming pool,2280000,3256517,40,4.93,"Entire villa in Kecamatan Parongpong, Indonesia",https://www.airbnb.com/rooms/49036113?search_mode=regular_search&adults=1&check_in=2025-03-10&check_out=2025-03-15&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P33PXF2eSero4bFu&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
237,1,2,3,6,DE Property,Apartemen Bandung Best View 2KT,436980,NULL,12,4.92,"Entire serviced apartment in Kecamatan Cicendo, Indonesia",https://www.airbnb.com/rooms/1249994349958635434?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741300390_P3YBU8mMOHwdi7SR&previous_page_section_name=1000&federated_search_id=42c21a5f-c445-499b-8103-97c8a844fc6c
238,2.5,3,4,8,Rossa,Kalysandria Home,860000,NULL,133,4.96,"Entire home in Kecamatan Parongpong, Indonesia",https://www.airbnb.com/rooms/47210086?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741300264_P3KE2Kknece0lKyl&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
239,2,2,4,6,Gugi,• Sitsar Pavilion Bed&Breakfast 1 • WiFi+Smart TV,466565,NULL,245,4.85,"Entire guest suite in Lengkong, Indonesia",https://www.airbnb.com/rooms/20322543?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741300262_P3IhETTJqOsQ38Kt&previous_page_section_name=1000&federated_search_id=97a18506-c3e0-4d52-be63-821f27675d15
240,2,3,3,7,YoureAt,"youre•at Kyoto / 3BR / Near Advent Hospital, BDG",1140824,1281825,30,5,"Entire rental unit in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/872106128807175237?search_mode=regular_search&adults=1&check_in=2025-03-23&check_out=2025-03-28&children=0&infants=0&pets=0&source_impression_id=p3_1741300131_P3FbmvrWvInltmLa&previous_page_section_name=1000&federated_search_id=371a0042-9e3a-4a8b-b631-9e6350b8c6b4
241,1,2,2,4,Tita,Hejo Village - Amazing Forest & City Light View,850000,NULL,19,4.84,"Entire home in Kecamatan Parongpong, Indonesia",https://www.airbnb.com/rooms/1261554619620495414?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741300130_P3Ph4RLWk7FPhFDB&previous_page_section_name=1000&federated_search_id=371a0042-9e3a-4a8b-b631-9e6350b8c6b4
242,2.5,3,8,12,Michael,Grand Setiabudi Apartment 3 bedrooms+ for rent,960000,NULL,80,4.81,"Entire condo in Cidadap, Indonesia",https://www.airbnb.com/rooms/31722264?search_mode=regular_search&adults=1&check_in=2025-03-10&check_out=2025-03-15&children=0&infants=0&pets=0&source_impression_id=p3_1741300011_P3jvZgwuRhXMECEd&previous_page_section_name=1000&federated_search_id=dc33f5b7-593a-4316-a2a4-3eaca3cbe221
243,1,2,4,7,Ramona,PaRes Apt 2BR unit 3 by eRJe,380000,489494,12,5,"Entire rental unit in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/1297013752894279348?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741299874_P3XZgLqmfbpe7qMl&previous_page_section_name=1000&federated_search_id=6face455-6dc3-4e64-8f5c-ab50c759ab96
244,1,1,2,3,Saras Tira,Libresun_ | Grand Asia Afrika | 1 Bedroom Studio,285597,396662,75,4.84,"Entire rental unit in Kecamatan Lengkong, Indonesia",https://www.airbnb.com/rooms/48649265?search_mode=regular_search&adults=1&check_in=2025-03-12&check_out=2025-03-17&children=0&infants=0&pets=0&source_impression_id=p3_1741299874_P34_7L-pGD9d_ySn&previous_page_section_name=1000&federated_search_id=6face455-6dc3-4e64-8f5c-ab50c759ab96
245,3.5,3,3,12,Noel,Dago Pakar Resort Villa 51,2000000,NULL,109,4.79,"Entire home in Cimenyan, Indonesia",https://www.airbnb.com/rooms/16462648?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741299709_P3GFDGDz7NRNhcXx&previous_page_section_name=1000&federated_search_id=be3cb1eb-cf25-4a12-8a6b-0b02612a4973
246,4.5,2,2,10,Wangie,Villa in dago bandung with a beautiful valley view,799200,1356969,110,4.36,"Entire villa in Lembang bandung, Indonesia",https://www.airbnb.com/rooms/38170185?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741299709_P3qPR6qnVX7Ymbil&previous_page_section_name=1000&federated_search_id=be3cb1eb-cf25-4a12-8a6b-0b02612a4973
